transaction_date,region,distributor,store,sales_channel,product,category,units_sold,revenue
2024-01-17,Northeast,Coastal Distribution,Salvador Retail Point,Pharmacy,Laundry Detergent 1L,Household,6,77.16
2024-03-11,Central-West,MidBrasil Supply,Brasília Retail Hub,Cash & Carry,Laundry Detergent 1L,Household,82,1002.86
2024-04-05,Central-West,MidBrasil Supply,Goiânia Sales Point,Cash & Carry,Classic Soda 350ml,Beverages,78,351.78
2024-08-16,South,SulMax Distribuidora,Porto Alegre Store Hub,Convenience,Paper Towels 2-roll,Household,9,84.51
2024-02-07,Central-West,MidBrasil Supply,Goiânia Sales Point,Cash & Carry,Mineral Water 500ml,Beverages,72,190.8
2024-02-03,Southeast,SP Trade Hub,Rio Market Center,Convenience,Paper Towels 2-roll,Household,20,175.2
2024-09-17,Central-West,Cerrado Logistics,Cuiabá Store Center,Supermarket,Chocolate Bar 90g,Confectionery,38,192.66
2024-07-03,Northeast,Nordeste Partners,Recife Store Hub,Pharmacy,Classic Soda 350ml,Beverages,19,86.45
2024-02-03,Southeast,Rio Valley Distribution,Campinas Retail Hub,E-commerce,Orange Juice 1L,Beverages,10,77.7
2024-02-07,Southeast,Rio Valley Distribution,Belo Horizonte Outlet,Pharmacy,Laundry Detergent 1L,Household,6,80.64
2024-03-06,North,Norte Supply,Belém Market Point,E-commerce,Chocolate Bar 90g,Confectionery,18,99.36
2024-03-04,Northeast,Nordeste Partners,Salvador Retail Point,E-commerce,Classic Soda 350ml,Beverages,17,72.25
2024-09-22,Northeast,Nordeste Partners,Salvador Retail Point,Supermarket,Chocolate Bar 90g,Confectionery,46,262.2
2024-03-05,Central-West,Cerrado Logistics,Cuiabá Store Center,E-commerce,Peanut Mix 200g,Snacks,10,83.5
2024-03-28,North,Amazon Distribution,Porto Velho Outlet,E-commerce,Mineral Water 500ml,Beverages,11,32.45
2024-11-24,South,SulMax Distribuidora,Curitiba Retail Point,Cash & Carry,Classic Soda 350ml,Beverages,113,515.28
2024-11-17,Northeast,Coastal Distribution,Fortaleza Market Center,Cash & Carry,Tomato Sauce 340g,Grocery,84,341.04
2024-08-20,Central-West,MidBrasil Supply,Goiânia Sales Point,Pharmacy,Peanut Mix 200g,Snacks,4,33.8
2024-04-14,Northeast,Coastal Distribution,Salvador Retail Point,Pharmacy,Tomato Sauce 340g,Grocery,12,51.24
2024-03-07,Central-West,MidBrasil Supply,Cuiabá Store Center,Convenience,Cookies Pack 140g,Confectionery,14,95.48
2024-05-16,North,Norte Supply,Manaus Retail Center,Pharmacy,Orange Juice 1L,Beverages,16,121.28
2024-08-02,North,Amazon Distribution,Belém Market Point,Pharmacy,Laundry Detergent 1L,Household,9,120.87
2024-03-22,Northeast,Coastal Distribution,Fortaleza Market Center,Convenience,Potato Chips 120g,Snacks,18,126.36
2024-02-16,Southeast,Atlântico Distribuição,Rio Market Center,Pharmacy,Classic Soda 350ml,Beverages,14,63.0
2024-01-26,Northeast,Nordeste Partners,Fortaleza Market Center,Convenience,Classic Soda 350ml,Beverages,12,54.0
2024-03-09,Southeast,Atlântico Distribuição,São Paulo Prime Store,Cash & Carry,Cookies Pack 140g,Confectionery,48,338.4
2024-10-18,Southeast,Atlântico Distribuição,São Paulo Prime Store,Pharmacy,Classic Soda 350ml,Beverages,19,81.32
2024-08-18,South,Pampa Supply,Curitiba Retail Point,Pharmacy,Pasta 500g,Grocery,19,108.11
2024-07-10,South,SulMax Distribuidora,Curitiba Retail Point,Cash & Carry,Cookies Pack 140g,Confectionery,116,850.28
2024-09-17,South,Pampa Supply,Curitiba Retail Point,Supermarket,Laundry Detergent 1L,Household,61,762.5
2024-09-22,North,Amazon Distribution,Manaus Retail Center,Convenience,Tomato Sauce 340g,Grocery,17,67.32
2024-03-24,South,SulMax Distribuidora,Porto Alegre Store Hub,E-commerce,Chocolate Bar 90g,Confectionery,13,75.66
2024-09-07,Central-West,MidBrasil Supply,Cuiabá Store Center,E-commerce,Pasta 500g,Grocery,10,58.8
2024-10-25,North,Norte Supply,Belém Market Point,Cash & Carry,Cookies Pack 140g,Confectionery,54,384.48
2024-04-26,North,Norte Supply,Belém Market Point,E-commerce,Laundry Detergent 1L,Household,2,25.34
2024-10-20,Northeast,Coastal Distribution,Recife Store Hub,Supermarket,Classic Soda 350ml,Beverages,24,102.72
2024-12-19,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Supermarket,Cookies Pack 140g,Confectionery,36,241.2
2024-03-11,South,Pampa Supply,Florianópolis Market Center,Cash & Carry,Paper Towels 2-roll,Household,81,671.49
2024-03-29,Central-West,MidBrasil Supply,Cuiabá Store Center,Pharmacy,Chocolate Bar 90g,Confectionery,16,92.16
2024-09-04,Central-West,MidBrasil Supply,Cuiabá Store Center,Convenience,Laundry Detergent 1L,Household,9,120.69
2024-12-26,Central-West,MidBrasil Supply,Goiânia Sales Point,Convenience,Peanut Mix 200g,Snacks,9,76.05
2024-05-20,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Convenience,Pasta 500g,Grocery,12,66.48
2024-05-28,South,Pampa Supply,Porto Alegre Store Hub,Convenience,Mineral Water 500ml,Beverages,4,10.8
2024-09-02,North,Norte Supply,Belém Market Point,Convenience,Paper Towels 2-roll,Household,9,74.61
2024-02-25,South,Pampa Supply,Florianópolis Market Center,Convenience,Mineral Water 500ml,Beverages,22,64.02
2024-11-22,Northeast,Nordeste Partners,Recife Store Hub,E-commerce,Potato Chips 120g,Snacks,8,48.24
2024-03-11,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Cash & Carry,Dish Soap 500ml,Household,15,78.9
2024-11-29,Northeast,Coastal Distribution,Fortaleza Market Center,Pharmacy,Tomato Sauce 340g,Grocery,8,34.96
2024-11-29,Central-West,MidBrasil Supply,Brasília Retail Hub,Cash & Carry,Orange Juice 1L,Beverages,88,665.28
2024-07-22,North,Amazon Distribution,Belém Market Point,Supermarket,Classic Soda 350ml,Beverages,73,311.71
2024-11-04,Central-West,Cerrado Logistics,Goiânia Sales Point,Convenience,Laundry Detergent 1L,Household,6,80.16
2024-09-09,Central-West,MidBrasil Supply,Brasília Retail Hub,E-commerce,Pasta 500g,Grocery,5,31.15
2024-03-24,Southeast,Atlântico Distribuição,Campinas Retail Hub,Cash & Carry,Chocolate Bar 90g,Confectionery,108,578.88
2024-10-17,Central-West,Cerrado Logistics,Goiânia Sales Point,Convenience,Peanut Mix 200g,Snacks,24,204.96
2024-02-14,Northeast,Coastal Distribution,Salvador Retail Point,E-commerce,Chocolate Bar 90g,Confectionery,13,72.15
2024-01-04,Northeast,Nordeste Partners,Salvador Retail Point,Convenience,Potato Chips 120g,Snacks,11,70.18
2024-10-20,Southeast,Atlântico Distribuição,Rio Market Center,Convenience,Laundry Detergent 1L,Household,3,36.06
2024-06-06,Central-West,Cerrado Logistics,Goiânia Sales Point,Cash & Carry,Tomato Sauce 340g,Grocery,35,144.9
2024-05-31,South,Pampa Supply,Florianópolis Market Center,Cash & Carry,Dish Soap 500ml,Household,62,309.38
2024-11-06,Northeast,Nordeste Partners,Salvador Retail Point,Supermarket,Tomato Sauce 340g,Grocery,57,235.98
2024-12-14,South,Pampa Supply,Florianópolis Market Center,Supermarket,Potato Chips 120g,Snacks,20,130.6
2024-02-01,South,Pampa Supply,Curitiba Retail Point,E-commerce,Orange Juice 1L,Beverages,18,151.38
2024-08-14,Northeast,Nordeste Partners,Recife Store Hub,Convenience,Pasta 500g,Grocery,6,36.42
2024-01-29,South,Pampa Supply,Curitiba Retail Point,E-commerce,Tomato Sauce 340g,Grocery,15,59.25
2024-12-10,Southeast,Atlântico Distribuição,São Paulo Prime Store,E-commerce,Tomato Sauce 340g,Grocery,10,43.5
2024-02-07,Southeast,Atlântico Distribuição,São Paulo Prime Store,Supermarket,Laundry Detergent 1L,Household,15,185.25
2024-05-26,North,Amazon Distribution,Manaus Retail Center,Pharmacy,Classic Soda 350ml,Beverages,15,64.05
2024-07-12,Northeast,Coastal Distribution,Salvador Retail Point,Pharmacy,Tomato Sauce 340g,Grocery,14,54.88
2024-04-01,South,SulMax Distribuidora,Florianópolis Market Center,Convenience,Orange Juice 1L,Beverages,20,155.2
2024-08-25,Northeast,Nordeste Partners,Recife Store Hub,Cash & Carry,Peanut Mix 200g,Snacks,101,857.49
2024-08-23,Southeast,Rio Valley Distribution,Belo Horizonte Outlet,Supermarket,Potato Chips 120g,Snacks,54,331.56
2024-01-09,Northeast,Nordeste Partners,Recife Store Hub,Pharmacy,Laundry Detergent 1L,Household,9,107.19
2024-12-26,North,Amazon Distribution,Belém Market Point,E-commerce,Dish Soap 500ml,Household,2,9.4
2024-04-21,North,Norte Supply,Belém Market Point,Supermarket,Pasta 500g,Grocery,17,94.52
2024-10-22,Central-West,Cerrado Logistics,Cuiabá Store Center,E-commerce,Chocolate Bar 90g,Confectionery,11,56.87
2024-02-01,Northeast,Nordeste Partners,Salvador Retail Point,Convenience,Peanut Mix 200g,Snacks,20,175.8
2024-06-25,Northeast,Coastal Distribution,Fortaleza Market Center,Pharmacy,Classic Soda 350ml,Beverages,14,65.94
2024-07-11,Central-West,MidBrasil Supply,Brasília Retail Hub,Supermarket,Peanut Mix 200g,Snacks,33,281.49
2024-03-14,Southeast,SP Trade Hub,Campinas Retail Hub,Convenience,Paper Towels 2-roll,Household,17,157.76
2024-03-09,South,Pampa Supply,Porto Alegre Store Hub,E-commerce,Pasta 500g,Grocery,13,73.58
2024-07-08,Northeast,Coastal Distribution,Fortaleza Market Center,Cash & Carry,Tomato Sauce 340g,Grocery,26,109.72
2024-11-05,Northeast,Nordeste Partners,Salvador Retail Point,Pharmacy,Dish Soap 500ml,Household,3,15.57
2024-06-04,Northeast,Nordeste Partners,Salvador Retail Point,Supermarket,Chocolate Bar 90g,Confectionery,11,56.65
2024-12-22,Northeast,Nordeste Partners,Fortaleza Market Center,Pharmacy,Potato Chips 120g,Snacks,8,51.12
2024-09-30,Northeast,Coastal Distribution,Salvador Retail Point,Pharmacy,Tomato Sauce 340g,Grocery,13,52.91
2024-08-28,Central-West,MidBrasil Supply,Brasília Retail Hub,Cash & Carry,Paper Towels 2-roll,Household,112,1027.04
2024-10-15,Northeast,Coastal Distribution,Salvador Retail Point,Pharmacy,Classic Soda 350ml,Beverages,9,42.03
2024-08-01,North,Norte Supply,Porto Velho Outlet,E-commerce,Laundry Detergent 1L,Household,10,118.0
2024-09-12,Central-West,Cerrado Logistics,Brasília Retail Hub,E-commerce,Potato Chips 120g,Snacks,18,119.88
2024-03-27,Central-West,MidBrasil Supply,Brasília Retail Hub,Pharmacy,Tomato Sauce 340g,Grocery,13,51.74
2024-01-31,South,Pampa Supply,Curitiba Retail Point,E-commerce,Dish Soap 500ml,Household,17,77.01
2024-11-18,North,Amazon Distribution,Manaus Retail Center,Pharmacy,Mineral Water 500ml,Beverages,9,23.49
2024-07-10,Northeast,Nordeste Partners,Recife Store Hub,E-commerce,Tomato Sauce 340g,Grocery,2,8.56
2024-01-04,South,Pampa Supply,Florianópolis Market Center,Pharmacy,Classic Soda 350ml,Beverages,19,86.26
2024-05-26,North,Amazon Distribution,Porto Velho Outlet,Convenience,Pasta 500g,Grocery,3,17.7
2024-03-17,Southeast,SP Trade Hub,São Paulo Prime Store,Cash & Carry,Pasta 500g,Grocery,45,252.45
2024-02-10,South,Pampa Supply,Porto Alegre Store Hub,Convenience,Cookies Pack 140g,Confectionery,14,102.2
2024-12-16,Southeast,Rio Valley Distribution,Campinas Retail Hub,Supermarket,Peanut Mix 200g,Snacks,20,168.0
2024-10-09,North,Amazon Distribution,Belém Market Point,Pharmacy,Cookies Pack 140g,Confectionery,17,107.44
2024-11-26,North,Amazon Distribution,Manaus Retail Center,Pharmacy,Cookies Pack 140g,Confectionery,12,82.44
2024-10-17,North,Amazon Distribution,Manaus Retail Center,Supermarket,Paper Towels 2-roll,Household,70,586.6
2024-01-17,North,Norte Supply,Porto Velho Outlet,E-commerce,Dish Soap 500ml,Household,6,31.44
2024-12-30,Central-West,Cerrado Logistics,Goiânia Sales Point,E-commerce,Mineral Water 500ml,Beverages,13,38.87
2024-07-18,Central-West,Cerrado Logistics,Cuiabá Store Center,Supermarket,Laundry Detergent 1L,Household,79,960.64
2024-02-20,Northeast,Nordeste Partners,Fortaleza Market Center,Convenience,Classic Soda 350ml,Beverages,16,68.96
2024-07-22,North,Norte Supply,Porto Velho Outlet,E-commerce,Laundry Detergent 1L,Household,11,127.16
2024-10-10,Central-West,MidBrasil Supply,Brasília Retail Hub,Supermarket,Chocolate Bar 90g,Confectionery,58,309.72
2024-05-06,South,Pampa Supply,Curitiba Retail Point,E-commerce,Peanut Mix 200g,Snacks,3,22.95
2024-07-18,Northeast,Coastal Distribution,Fortaleza Market Center,Supermarket,Paper Towels 2-roll,Household,50,425.5
2024-05-18,North,Amazon Distribution,Belém Market Point,Pharmacy,Chocolate Bar 90g,Confectionery,5,25.4
2024-09-19,Northeast,Coastal Distribution,Salvador Retail Point,E-commerce,Pasta 500g,Grocery,14,77.42
2024-11-02,North,Norte Supply,Porto Velho Outlet,Cash & Carry,Laundry Detergent 1L,Household,115,1397.25
2024-02-13,Southeast,SP Trade Hub,Rio Market Center,Pharmacy,Cookies Pack 140g,Confectionery,19,137.56
2024-03-12,Northeast,Nordeste Partners,Fortaleza Market Center,Pharmacy,Mineral Water 500ml,Beverages,10,27.1
2024-05-21,Southeast,SP Trade Hub,São Paulo Prime Store,Supermarket,Cookies Pack 140g,Confectionery,63,414.54
2024-11-16,North,Norte Supply,Belém Market Point,Supermarket,Paper Towels 2-roll,Household,73,644.59
2024-01-04,Northeast,Coastal Distribution,Recife Store Hub,Supermarket,Peanut Mix 200g,Snacks,60,478.8
2024-08-08,South,Pampa Supply,Porto Alegre Store Hub,Pharmacy,Chocolate Bar 90g,Confectionery,6,31.38
2024-07-22,South,SulMax Distribuidora,Porto Alegre Store Hub,Convenience,Mineral Water 500ml,Beverages,13,35.23
2024-05-23,Southeast,Rio Valley Distribution,Campinas Retail Hub,Convenience,Cookies Pack 140g,Confectionery,15,99.75
2024-12-15,South,SulMax Distribuidora,Florianópolis Market Center,E-commerce,Mineral Water 500ml,Beverages,18,46.62
2024-12-20,Southeast,Rio Valley Distribution,Campinas Retail Hub,Pharmacy,Peanut Mix 200g,Snacks,4,34.48
2024-06-04,Southeast,Rio Valley Distribution,Belo Horizonte Outlet,Supermarket,Dish Soap 500ml,Household,40,188.4
2024-11-02,Northeast,Coastal Distribution,Salvador Retail Point,Cash & Carry,Tomato Sauce 340g,Grocery,76,323.76
2024-12-25,South,Pampa Supply,Florianópolis Market Center,Cash & Carry,Chocolate Bar 90g,Confectionery,118,640.74
2024-11-27,North,Amazon Distribution,Manaus Retail Center,Convenience,Mineral Water 500ml,Beverages,22,57.2
2024-02-20,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Cash & Carry,Classic Soda 350ml,Beverages,48,206.4
2024-08-25,South,SulMax Distribuidora,Porto Alegre Store Hub,Convenience,Cookies Pack 140g,Confectionery,24,165.6
2024-02-23,South,SulMax Distribuidora,Porto Alegre Store Hub,Cash & Carry,Tomato Sauce 340g,Grocery,52,215.28
2024-06-08,North,Amazon Distribution,Porto Velho Outlet,Supermarket,Chocolate Bar 90g,Confectionery,53,284.08
2024-08-12,Northeast,Coastal Distribution,Salvador Retail Point,Pharmacy,Orange Juice 1L,Beverages,16,122.72
2024-06-24,Central-West,Cerrado Logistics,Cuiabá Store Center,Cash & Carry,Classic Soda 350ml,Beverages,97,409.34
2024-03-22,Northeast,Nordeste Partners,Fortaleza Market Center,Supermarket,Pasta 500g,Grocery,52,309.92
2024-11-23,Southeast,SP Trade Hub,Belo Horizonte Outlet,Supermarket,Mineral Water 500ml,Beverages,65,178.75
2024-07-18,South,SulMax Distribuidora,Porto Alegre Store Hub,E-commerce,Cookies Pack 140g,Confectionery,1,7.02
2024-02-22,Northeast,Coastal Distribution,Fortaleza Market Center,Cash & Carry,Laundry Detergent 1L,Household,117,1549.08
2024-02-28,Northeast,Coastal Distribution,Salvador Retail Point,Supermarket,Tomato Sauce 340g,Grocery,43,185.33
2024-11-08,Southeast,Rio Valley Distribution,Rio Market Center,E-commerce,Cookies Pack 140g,Confectionery,13,89.57
2024-12-10,Central-West,MidBrasil Supply,Brasília Retail Hub,E-commerce,Mineral Water 500ml,Beverages,10,29.9
2024-03-01,South,SulMax Distribuidora,Florianópolis Market Center,Supermarket,Chocolate Bar 90g,Confectionery,40,209.2
2024-07-17,Northeast,Coastal Distribution,Fortaleza Market Center,Supermarket,Pasta 500g,Grocery,63,377.37
2024-11-21,South,Pampa Supply,Porto Alegre Store Hub,Supermarket,Tomato Sauce 340g,Grocery,78,337.74
2024-04-05,Northeast,Nordeste Partners,Salvador Retail Point,Convenience,Mineral Water 500ml,Beverages,13,38.35
2024-03-10,South,SulMax Distribuidora,Porto Alegre Store Hub,Cash & Carry,Tomato Sauce 340g,Grocery,39,171.99
2024-12-29,South,Pampa Supply,Porto Alegre Store Hub,Pharmacy,Cookies Pack 140g,Confectionery,16,108.64
2024-05-20,North,Amazon Distribution,Manaus Retail Center,Convenience,Classic Soda 350ml,Beverages,10,45.3
2024-09-18,Northeast,Coastal Distribution,Fortaleza Market Center,Pharmacy,Pasta 500g,Grocery,5,29.85
2024-08-13,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Paper Towels 2-roll,Household,84,698.04
2024-08-18,Southeast,SP Trade Hub,Campinas Retail Hub,Convenience,Classic Soda 350ml,Beverages,11,48.29
2024-10-28,North,Norte Supply,Manaus Retail Center,Supermarket,Potato Chips 120g,Snacks,54,371.52
2024-04-15,South,Pampa Supply,Curitiba Retail Point,E-commerce,Mineral Water 500ml,Beverages,7,20.58
2024-10-02,South,Pampa Supply,Florianópolis Market Center,Convenience,Laundry Detergent 1L,Household,8,97.2
2024-12-13,Central-West,MidBrasil Supply,Cuiabá Store Center,Convenience,Pasta 500g,Grocery,6,33.36
2024-03-08,Southeast,SP Trade Hub,Rio Market Center,Supermarket,Paper Towels 2-roll,Household,41,336.61
2024-03-13,Central-West,Cerrado Logistics,Cuiabá Store Center,Pharmacy,Tomato Sauce 340g,Grocery,20,85.8
2024-02-17,Southeast,Atlântico Distribuição,Belo Horizonte Outlet,Cash & Carry,Dish Soap 500ml,Household,66,324.06
2024-10-24,Central-West,MidBrasil Supply,Brasília Retail Hub,Pharmacy,Chocolate Bar 90g,Confectionery,2,11.44
2024-09-30,North,Norte Supply,Porto Velho Outlet,Convenience,Orange Juice 1L,Beverages,15,113.1
2024-05-25,Southeast,SP Trade Hub,Belo Horizonte Outlet,Convenience,Chocolate Bar 90g,Confectionery,13,70.72
2024-02-20,Northeast,Coastal Distribution,Salvador Retail Point,Cash & Carry,Classic Soda 350ml,Beverages,95,446.5
2024-08-21,Southeast,SP Trade Hub,São Paulo Prime Store,Supermarket,Tomato Sauce 340g,Grocery,10,45.3
2024-05-20,Southeast,SP Trade Hub,Campinas Retail Hub,Convenience,Mineral Water 500ml,Beverages,5,14.35
2024-07-21,Central-West,Cerrado Logistics,Brasília Retail Hub,Supermarket,Classic Soda 350ml,Beverages,49,228.34
2024-02-18,Northeast,Coastal Distribution,Fortaleza Market Center,Cash & Carry,Paper Towels 2-roll,Household,15,124.5
2024-12-14,North,Amazon Distribution,Porto Velho Outlet,Supermarket,Pasta 500g,Grocery,66,359.04
2024-02-06,Central-West,Cerrado Logistics,Brasília Retail Hub,Supermarket,Tomato Sauce 340g,Grocery,39,160.68
2024-03-11,North,Amazon Distribution,Belém Market Point,Convenience,Peanut Mix 200g,Snacks,15,128.4
2024-01-05,Northeast,Nordeste Partners,Recife Store Hub,E-commerce,Laundry Detergent 1L,Household,6,74.28
2024-08-14,Northeast,Nordeste Partners,Salvador Retail Point,E-commerce,Dish Soap 500ml,Household,7,32.06
2024-07-15,North,Amazon Distribution,Manaus Retail Center,E-commerce,Paper Towels 2-roll,Household,12,112.08
2024-02-13,Central-West,Cerrado Logistics,Goiânia Sales Point,Convenience,Dish Soap 500ml,Household,10,49.4
2024-06-03,South,Pampa Supply,Florianópolis Market Center,Cash & Carry,Dish Soap 500ml,Household,41,201.31
2024-11-26,South,SulMax Distribuidora,Florianópolis Market Center,Pharmacy,Peanut Mix 200g,Snacks,3,25.71
2024-09-12,Northeast,Coastal Distribution,Salvador Retail Point,Cash & Carry,Potato Chips 120g,Snacks,96,633.6
2024-07-17,South,SulMax Distribuidora,Porto Alegre Store Hub,Convenience,Mineral Water 500ml,Beverages,21,57.96
2024-10-27,South,SulMax Distribuidora,Porto Alegre Store Hub,Cash & Carry,Classic Soda 350ml,Beverages,23,95.45
2024-05-26,Northeast,Nordeste Partners,Recife Store Hub,Pharmacy,Pasta 500g,Grocery,18,110.7
2024-10-01,Southeast,Rio Valley Distribution,Belo Horizonte Outlet,Cash & Carry,Dish Soap 500ml,Household,83,414.17
2024-04-14,Central-West,Cerrado Logistics,Brasília Retail Hub,Cash & Carry,Pasta 500g,Grocery,118,657.26
2024-12-23,Central-West,MidBrasil Supply,Cuiabá Store Center,Cash & Carry,Peanut Mix 200g,Snacks,70,595.0
